Qualis	Ano da Produção	Autor01	Autor01-Cat	Autor02	Autor02-Cat	Autor03	Autor03-Cat	Autor04	Autor04-Cat	Autor05	Autor05-Cat	Autor06	Autor06-Cat	Autor07	Autor07-Cat	Autor08	Autor08-Cat	Autor09	Autor09-Cat	Autor10	Autor10-Cat	Autor11	Autor11-Cat	Autor12	Autor12-Cat	Autor13	Autor13-Cat	Autor14	Autor14-Cat	Autor15	Autor15-Cat	Autor16	Autor16-Cat	Autor17	Autor17-Cat	Autor18	Autor18-Cat	Autor19	Autor19-Cat	Autor20	Autor20-Cat	Autor21	Autor21-Cat	Autor22	Autor22-Cat	Autor23	Autor23-Cat	Autor24	Autor24-Cat	Autor25	Autor25-Cat	Autor26	Autor26-Cat	Autor27	Autor27-Cat	Autor28	Autor28-Cat	Autor29	Autor29-Cat	Autor30	Autor30-Cat	Autor31	Autor31-Cat	Autor32	Autor32-Cat	Autor33	Autor33-Cat	Autor34	Autor34-Cat	Autor35	Autor35-Cat	Autor36	Autor36-Cat	Autor37	Autor37-Cat	Autor38	Autor38-Cat	Autor39	Autor39-Cat	Autor40	Autor40-Cat	Autor41	Autor41-Cat	Autor42	Autor42-Cat	Autor43	Autor43-Cat	Autor44	Autor44-Cat	Autor45	Autor45-Cat	Autor46	Autor46-Cat	Cidade	Cidade do evento	DOI	Divulgação	Edição / Número	Fascículo	IES Nome	IES Sigla	ISBN/ISSN	ISSN / Título do periódico	Idioma	Linha de Pesquisa	Natureza	Nome da editora	Nome do PPG	Nome do evento	Número da página final	Número da página inicial	Número do DOI	Observação	País	Produção Glosada?	Programa	Projeto de Pesquisa	Subtipo da Produção	Série	Tipo da Produção	Título da Produção	Título dos Anais	URL	URL do DOI	Volume	Área de Avaliação	Área de Concentração
B2	2019.0	MANOEL LEMES DA SILVA NETO	Docente	FABIANO MELO GONCALVES DE OLIVEIRA	Egresso - null	THIAGO CARANDINA	Discente - Doutorado																																																																																							-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		2318-8472 / (2318-8472) REVISTA NACIONAL DE GERENCIAMENTO DE CIDADES	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		131	111	-	-		Não	33006016010P0	Território usado: análise e apropriações espaciais socialmente necessárias	ARTIGO EM PERIÓDICO	47	BIBLIOGRÁFICA	POLÍTICAS E PRÁTICAS TERRITORIAIS SOCIALMENTE NECESSÁRIAS		[http://https://www.amigosdanatureza.org.br/publicacoes/index.php/gerenciamento_de_cidades/article/view/2097/1951][doi:10.17271/2318847274720192097]	-	7	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
C	2019.0	VERA SANTANA LUZ	Docente																																																																																											-			VÁRIOS		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		0719-6466 / (0719-6466) ARQUITECTURAS DEL SUR	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		133	119	-	-		Não	33006016010P0	Por uma Autonomia Concretizável: Inventário e Proposição de Técnicas de Arquitetura e Infraestrutura de Pequeno e Médio Porte para Comunidades em Regiões de Fragilidade Sócio Espacial e Ambiental	ARTIGO EM PERIÓDICO	56	BIBLIOGRÁFICA	POR UMA BUSCA DE COMPROMISSO SOCIOAMBIENTAL: REFLEXÕES SOBRE UMA METODOLOGIA PEDAGÓGICA EM ARQUITETURA E URBANISMO		[http://revistas.ubiobio.cl/index.php/AS/article/view/3740/3678][doi:10.22320/07196466.2019.37.056.08]	-	37	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
C	2019.0	VERA SANTANA LUZ	Docente	ANTONIO APARECIDO FABIANO JUNIOR	Participante Externo																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		2175-974X / (2175-974X) VIRUS	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		34	1	-	-		Não	33006016010P0	Por uma Autonomia Concretizável: Inventário e Proposição de Técnicas de Arquitetura e Infraestrutura de Pequeno e Médio Porte para Comunidades em Regiões de Fragilidade Sócio Espacial e Ambiental	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	POR UMA RELAÇÃO URBANO/ RURAL/ AMBIENTAL NA METRÓPOLE: DIDÁTICA E AÇÕES		[http://www.nomads.usp.br/virus/virus18/?sec=4&item=8&lang=pt]	-	18	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
A4	2019.0	ANDERSON DIAS DE ALMEIDA PROENCA	Discente - Doutorado	WILSON RIBEIRO DOS SANTOS JUNIOR	Docente																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		2317-1529 / (2317-1529) REVISTA BRASILEIRA DE ESTUDOS URBANOS E REGIONAIS	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		328	312	-	-		Não	33006016010P0	Políticas urbanas, projetos e conflitos na Região Metropolitana de Campinas: transformações na paisagem no entorno do Aeroporto Internacional de Viracopos	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	REESTRUTURAÇÃO PRODUTIVA E CONSOLIDAÇÃO DE NOVOS EIXOS DE DESENVOLVIMENTO TERRITORIAL: O CASO DO VETOR DE DESENVOLVIMENTO PERIMETRAL DA MACROMETRÓPOLE PAULISTA | THE PRODUCTIVE RESTRUCTURING AND CONSOLIDATION OF THE NEW VECTORS OF TERRITORIAL DEVELOPMENT: THE CASE OF THE PERIMETRICAL DEVELOPMENT VECTOR OF THE SÃO PAULO MACROMETROPOLIS		-	-	21	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
NA	2019.0	RENATA RENDELUCCI ALLUCCI	Discente - Doutorado	MARIA CRISTINA DA SILVA SCHICCHI	Docente																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		1982-0267 / (1982-0267) ANAIS DO MUSEU PAULISTA	PORTUGUES	GESTÃO URBANA	Completo	-	Arquitetura e Urbanismo		34	1	-	-		Não	33006016010P0	PATRIMÔNIO E TERRITÓRIO: HISTÓRIA, MEMÓRIA E POLÍTICAS DE PRESERVAÇÃO	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	SÃO LUIZ DO PARAITINGA: O IMAGINÁRIO FUNDACIONAL E SUAS PROJEÇÕES		-	-	27	ARQUITETURA, URBANISMO E DESIGN	URBANISMO
B3	2019.0	DIRCEU PICCINATO JUNIOR	Egresso - null	IVONE SALGADO	Docente																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		2318-1109 / (2318-1109) REVISTA DE ARQUITETURA IMED	PORTUGUES	HISTÓRIA DO PENSAMENTO URBANÍSTICO	Completo	-	Arquitetura e Urbanismo		22	3	-	-		Não	33006016010P0	Formação territorial, formação urbana e arquitetura da casa senhorial na Campinas do açúcar e do café: história social e cultura material	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	TERRA URBANA AFORADA: ESTRUTURA, FORMA E TRANSFORMAÇÃO NO ESPAÇO URBANO ORIGINAL DE FUNDAÇÃO DA CIDADE DE RIBEIRÃO PRETO/SP		[http://https://seer.imed.edu.br/index.php/arqimed/article/view/2994][doi:10.18256/2318-1109.2018.v7i2.2994]	-	7	ARQUITETURA, URBANISMO E DESIGN	URBANISMO
A4	2019.0	DIRCEU PICCINATO JUNIOR	Egresso - null	IVONE SALGADO	Docente																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		1934-7359 / (1934-7359) JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE (PRINT)	PORTUGUES	HISTÓRIA DO PENSAMENTO URBANÍSTICO	Completo	-	Arquitetura e Urbanismo		491	477	-	-		Não	33006016010P0	Formação territorial, formação urbana e arquitetura da casa senhorial na Campinas do açúcar e do café: história social e cultura material	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	THE SPATIAL ORGANIZATION DIALECTICS OF THE CITY OF JERIQUARA/SP, BRAZIL		-	-	13	ARQUITETURA, URBANISMO E DESIGN	URBANISMO
B3	2019.0	JONATHAS MAGALHAES PEREIRA DA SILVA	Docente	CAMILA GALLI ROMERA	Participante Externo	ANA CAROLINA VIEIRA GONCALVES	Participante Externo																																																																																							-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		1984-4506 / (1984-4506) RISCO: REVISTA DE PESQUISA EM ARQUITETURA E URBANISMO (ONLINE)	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		113	86	984-4506.v17i2p86-113	-		Não	33006016010P0	LOCALIZAÇÂO DA POPULAÇÃO URBANA DE BAIXAS RENDA E AS TRANSFORMAÇÕES URBANAS OCORRIDAS ENTRE 2006 E 2016	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	TRANSFORMAÇÃO, FORMA URBANA E LOCALIZAÇÃO DE RENDA: IDENTIFICAÇÃO DE PADRÕES NAS CIDADES BRASILEIRAS		[http://www.revistas.usp.br/risco/article/view/153401][doi:10.11606/issn.1984-4506.v17i2p86-113]	https://doi.org/10.11606/issn.1984-4506.v17i2p86-113	17	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
NA	2019.0	RENATA BAESSO PEREIRA	Docente	VERA SANTANA LUZ	Docente	DANIEL HENRIQUE RIBEIRO	Egresso - null																																																																																							-			IMPRESSO		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		0718-204X / (0718-204X) REVISTA AUS	PORTUGUES	PROJETO, INOVAÇÃO E GESTÃO EM ARQUITETURA E URBANISMO	Completo	-	Arquitetura e Urbanismo		61	53	https://doi.org/10.4206/aus.2019.n25-09	-		Não	33006016010P0	Por uma Autonomia Concretizável: Inventário e Proposição de Técnicas de Arquitetura e Infraestrutura de Pequeno e Médio Porte para Comunidades em Regiões de Fragilidade Sócio Espacial e Ambiental	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	UNA EXPERIENCIA DE EXTENSIÓN UNIVERSITARIA: PROYECTO PARA COOPERATIVA DE RECICLAJE DE RESIDUOS SÓLIDOS		[http://revistas.uach.cl/index.php/aus/article/view/4242]	https://doi.org/10.4206/aus.2019.n25-09	25	ARQUITETURA, URBANISMO E DESIGN	ARQUITETURA, URBANISMO E TERRITÓRIO
C	2019.0	FLAVIA TARRICONE JIMENEZ	Egresso - null	PATRICIA RODRIGUES SAMORA	Docente																																																																																									-			MEIO DIGITAL		-	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS	PUCCAMP		1984-5766 / (1984-5766) ARQ.URB	PORTUGUES	GESTÃO URBANA	Completo	-	Arquitetura e Urbanismo		93	79	-	-		Não	33006016010P0	A apropriação das ZEIS pelos projetos do PAC Urbanização de Assentamentos Precários e seu impacto na qualidade do ambiente construído.	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	URBANIZAÇÃO DE FAVELAS EM JUNDIAÍ - SP: OS CASOS DO JARDIM SÃO CAMILO, JARDIM NOVO HORIZONTE, PARQUE CENTENÁRIO E VILA ANA		[http://https://www.usjt.br/arq.urb/]	-	24	ARQUITETURA, URBANISMO E DESIGN	URBANISMO
B3	2019.0	RENATO LEAO REGO	Docente																																																																																											São Paulo			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		2317-2762 / (2317-2762) PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP	INGLES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	FAUUSP	Arquitetura e Urbanismo		-	e148753	-	-		Não	40004015037P3	Cidades novas planejadas no Brasil do século XX e a vida urbana. Ideia, projeto e realidade.	ARTIGO EM PERIÓDICO	48	BIBLIOGRÁFICA	A AMERICANIZAÇÃO DAS CIDADES BRASILEIRAS: NOVAS FORMAS URBANAS E A IDEIA DE UNIDADE DE VIZINHANÇA		[http://https://www.revistas.usp.br/posfau/article/view/148753/155741]	-	26	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
A1	2019.0	CECILIA GRAVINA DA ROCHA	Participante Externo	HANA BEATRIZ EL GHOZ KOPP	Egresso - null	SIDNEI JUNIOR GUADANHIM	Docente																																																																																							Bingley			VÁRIOS		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		0969-9988 / (0969-9988) ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT (PRINT)	INGLES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	Emerald Publishing	Arquitetura e Urbanismo		699	680	10.1108/ECAM-02-2019-0096	-		Não	40004015037P3	Processo Colaborativo para desenvolvimento de HIS customizadas em massa	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	A MODEL FOR IMPLEMENTING PRODUCT MODULARITY IN BUILDINGS DESIGN		-	https://doi.org/10.1108/ECAM-02-2019-0096	27	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	ADSON CRISTIANO BOZZI RAMATIS LIMA	Docente	MICAELLA DE MOURA COSTA	Discente - Bacharelado																																																																																									São Paulo			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1809-6298 / (1809-6298) ARQUITEXTOS (SÃO PAULO)	PORTUGUES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	Arquitextos	Arquitetura e Urbanismo		-	07	-	-		Não	40004015037P3	Representações, imaginário e cartografia: os espaços narrados pelos viajantes	ARTIGO EM PERIÓDICO	233	BIBLIOGRÁFICA	ALEGORIAS ESPACIAIS DO MEDO E DA MORTE SOBRE DESERTOS, MARES E UM POUCO MAIS		[http://https://www.vitruvius.com.br/revistas/read/arquitextos/20.233/7554]	-	07	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	CAMILA PIZAIA BEVILAQUA	Discente - Bacharelado	BIANCA BRESSIANINI	Discente - Bacharelado	MAURICIO HIDEMI AZUMA	Docente	MARIELI AZOIA LUKIANTCHUKI	Docente																																																																																					Campinas			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1980-6809 / (1980-6809) PARC : PESQUISA EM ARQUITETURA E CONSTRUÇÃO	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	Universidade Estadual de Campinas, Faculdade de Engenharia Civil	Arquitetura e Urbanismo		e019022-13	e019022	-	-		Não	40004015037P3	Da teoria à prática: a aplicação de estratégias de conforto ambiental no processo de projeto	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	ANÁLISE DA VENTILAÇÃO NATURAL: SIMULAÇÕES CFD E ENSAIOS EM UM MODELO FÍSICO REDUZIDO		-	-	10	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	IZABELA BOMBO GONCALVES	Discente - Mestrado	KARIN SCHWABE MENEGUETTI	Docente																																																																																									Florianópolis			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		2182-7214 / (2182-7214) REVISTA DE MORFOLOGIA URBANA	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	UFSC	Arquitetura e Urbanismo		-	e00111	-	-		Não	40004015037P3	Arquitetura da paisagem: processo e projeto	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	ANÁLISE TIPO-MORFOLÓGICA APLICADA A CIDADE NOVA PLANEJADA		[http://revistademorfologiaurbana.org/index.php/rmu]	-	7	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	LAIS HANSON ALBERTO LIMA	Egresso - null	KARIN SCHWABE MENEGUETTI	Docente	HELIO HIRAO	Participante Externo																																																																																							Campinas			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1519-7727 / (1519-7727) OCULUM ENSAIOS (PUCCAMP)	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	PUC Campinas	Arquitetura e Urbanismo		81	63	-	-		Não	40004015037P3	Arquitetura da paisagem: processo e projeto	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	COMO PRESERVAR RUÍNAS? UM DEBATE ACERCA DE CONCEITOS E ABORDAGENS PARA A CONSERVAÇÃO | HOW TO PRESERVE RUINS? A DEBATE ABOUT CONCEPTS AND APPROACHES FOR CONSERVATION		[http://periodicos.puc-campinas.edu.br/seer/index.php/oculum/article/view/3966][doi:10.24220/2318-0919v16n1a3966]	-	16	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
B2	2019.0	JOHN R. GOLD	Sem Categoria	CAROLA HEIN 	Participante Externo	CLÉMENT ORILLARD	Sem Categoria	RENATO LEAO REGO	Docente	FERNANDO PÉREZ-OYARZUN	Sem Categoria																																																																																			-			VÁRIOS		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		0266-5433 / (0266-5433) PLANNING PERSPECTIVES (PRINT)	INGLES		Completo	-	Arquitetura e Urbanismo		6	1	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	COMPLEXITY AND CONTRADICTION: IN MEMORIAM ROBERT VENTURI		-	-	34	ARQUITETURA, URBANISMO E DESIGN	
C	2019.0	FLAVIO AKIHIRO TAKAHASHI	Egresso - null	ERCILIA HITOMI HIROTA	Docente	ROVENIR BERTOLA DUARTE	Docente																																																																																							porto alegre			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		1678-8621 / (1678-8621) AMBIENTE CONSTRUÍDO (ONLINE)	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	ANTAC	Arquitetura e Urbanismo		113	95	10.1590/s1678-86212019000400345	-		Não	40004015037P3	Customização em massa de empreendimentos habitacionais para famílias de baixa renda: o papel dos protótipos no processo de projeto colaborativo	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	DESIGN ASSOCIATIVO: ANÁLISE DA TOPOGRAFIA NO TRAÇADO DE VIAS E QUADRAS		[http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212019000400095&tlng=pt]	http://dx.doi.org/10.1590/s1678-86212019000400345	19	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	THIAGO ALBERTO ORTIZ	Participante Externo	MARIANA RAGASSI URBANO	Docente	LUCIA SADAYO ASSARI TAKAHASHI	Participante Externo																																																																																							-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		1679-0359 / (1679-0359) SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)	PORTUGUES		Completo	-	Arquitetura e Urbanismo		-	1379	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	4	BIBLIOGRÁFICA	EFFECTS OF WATER DEFICIT AND PH ON SEED GERMINATION AND SEEDLING DEVELOPMENT IN CEREUS JAMACARU		[doi:10.5433/1679-0359.2019v40n4p1379]	-	40	ARQUITETURA, URBANISMO E DESIGN	
NA	2019.0	RENATO LEAO REGO	Docente																																																																																											New Castle			VÁRIOS		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1027-4278 / (1027-4278) URBAN MORPHOLOGY	INGLES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	ISUF	Arquitetura e Urbanismo		90	89	-	-		Não	40004015037P3	Cidades novas planejadas no Brasil do século XX e a vida urbana. Ideia, projeto e realidade.	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	FOURTH PNUM WORKSHOP, MARINGÁ, BRAZIL, 2018		-	-	23	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	RODRIGO DA SILVA RODRIGUES	Egresso - null	CESAR IMAI	Docente																																																																																									Natal			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		2447-617X / (2447-617X) REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	UFRN	Arquitetura e Urbanismo		99	85	-	-		Não	40004015037P3	A avaliação pré-projeto e sua contribuição na compreensão do ambiente construído pelo usuário: simulações por protótipos físicos e digitais	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	IDENTIFICAÇÃO DE DEMANDAS DE PROJETO EM APARTAMENTOS PARA USUÁRIOS IDOSOS POR MEIO DE MODELOS FÍSICOS		-	-	4	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	ADSON CRISTIANO BOZZI RAMATIS LIMA	Docente	GABRIELA MOIA VIVAN	Discente - Bacharelado																																																																																									São Paulo			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1809-6298 / (1809-6298) ARQUITEXTOS (SÃO PAULO)	PORTUGUES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	Arquitextos	Arquitetura e Urbanismo		-	234-07	-	-		Não	40004015037P3	Representações, imaginário e cartografia: os espaços narrados pelos viajantes	ARTIGO EM PERIÓDICO	07	BIBLIOGRÁFICA	LA CITTÀ IDEALE. ALGUMAS CONSIDERAÇÕES SOBRE A CIDADE IDEAL NO IMAGINÁRIO DO OCIDENTE		[http://https://www.vitruvius.com.br/revistas/read/arquitextos/20.234/7569]	-	234	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	JORGE DANIEL DE MELO MOURA	Docente	JULIANA BELLO MUSSI ALENCAR	Egresso - null																																																																																									Mdison USA			IMPRESSO		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		0015-7473 / (0015-7473) FOREST PRODUCTS JOURNAL	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	FOREST PRODUCTS SOCIETY	Arquitetura e Urbanismo		184	177	10.13073/FPJ_18-0037	-		Não	40004015037P3	Madeira de eucalipto de alto desempenho	ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	MECHANICAL BEHAVIOR OF CLT PANELS MADE OF LOW ADDED-VALUE TIMBER		-	-	69	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	HIGOR RIBEIRO DA COSTA	Discente - Mestrado	RENATO LEAO REGO	Docente																																																																																									Florianópolis			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		2182-7214 / (2182-7214) REVISTA DE MORFOLOGIA URBANA	PORTUGUES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	UFSC	Arquitetura e Urbanismo		-	1	-	-		Não	40004015037P3	Ideias e modelos de arquitetura e urbanismo no Paraná	ARTIGO EM PERIÓDICO	2	BIBLIOGRÁFICA	O CONCEITO DE RENDIMENTO DA ESCOLA ITALIANA DE MORFOLOGIA: UM PARÂMETRO PARA A BOA FORMA DA CIDADE		[http://revistademorfologiaurbana.org/index.php/rmu/issue/view/13/11]	-	7	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
NA	2019.0	ISABELLA CAROLINE JANUARIO	Discente - Doutorado	RENATO LEAO REGO	Docente																																																																																									-			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL		2448-296X / (2448-296X) REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE	PORTUGUES		Completo	-	Arquitetura e Urbanismo		20	8	-	-		Não	40004015037P3		ARTIGO EM PERIÓDICO	3	BIBLIOGRÁFICA	OS PROJETOS PREMIADOS DE RAMALHO, OBA E ZAMONER E A ATUALIZAÇÃO DA ARQUITETURA BRASILEIRA NOS ANOS 1970		[http://https://periodicos.ufrn.br/revprojetar/article/view/18794/12301]	-	4	ARQUITETURA, URBANISMO E DESIGN	
C	2019.0	JOAO VITOR RICCIARDI SORDI	Egresso - null	ANDRE AUGUSTO DE ALMEIDA ALVES	Docente																																																																																									São Paulo			MEIO DIGITAL		-	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM		1809-6298 / (1809-6298) ARQUITEXTOS (SÃO PAULO)	PORTUGUES	1. REFERÊNCIAS PROJETUAIS: HISTÓRIA, MODELOS E IDEIAS	Completo	Vitruvius	Arquitetura e Urbanismo		20	1	-	-		Não	40004015037P3	Arquitetura moderna brasileira: ideias, história e sociedade	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	OSCAR NIEMEYER E O ARRANHA-CÉU MODERNO: O PROJETO DA SEDE DO BANCO SAFRA EM SÃO PAULO		-	-	227	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
C	2019.0	KARINA GUIMARAES SILVA	Discente - Bacharelado	ANA LUIZA FAVARAO LEAO	Egresso - null	MARIANA RAGASSI URBANO	Docente	MILENA KANASHIRO	Docente																																																																																					Florianópolis	Londrina		MEIO DIGITAL	-	-	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL	-	2182-7214 / (2182-7214) REVISTA DE MORFOLOGIA URBANA	PORTUGUES	2. AVALIAÇÃO SUBSÍDIOS PARA PROJETO: PROCESSO E PRODUTO	Completo	UFSC	Arquitetura e Urbanismo	ENCONTRO ANUAL DE INICIAÇÃO CIENTÍFICA DA UEL	14	1	-	-	Brasil	Não	40004015037P3	Estratégias Analíticas para Mensuração do Deslocamento Ativo: Caminhabilidade e Ciclabilidade	TRABALHO EM ANAIS	2	BIBLIOGRÁFICA	PERCEPÇÕES DO AMBIENTE CONSTRUÍDO E SUA ASSOCIAÇÃO COM A CAMINHABILIDADE OBJETIVA	ANAIS DO ENCONTRO ANUAL DE INICIAÇÃO CIENTÍFICA DA UEL	-	-	7	ARQUITETURA, URBANISMO E DESIGN	METODOLOGIA DE PROJETO
