	Ano do Calendário	Programa	Nome do PPG	Área de Avaliação	IES Sigla	IES Nome	Nome Docente	Ano Titulação	Regime de Trabalho	Projetos Minter Dinter	Categoria	Início da Categoria	Fim da Categoria	Carga Horária
307	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	GUILHERME TEIXEIRA WISNIK	2012	Integral		PERMANENTE	02/01/2015		40
308	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	HELENA APARECIDA AYOUB SILVA	2005	Integral		PERMANENTE	01/02/2006		40
309	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	HELIANA COMIN VARGAS	1993	Integral		PERMANENTE	01/04/1988		40
310	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	HUGO MASSAKI SEGAWA	2002	Integral		PERMANENTE	01/12/2004		40
311	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOANA CARLA SOARES GONCALVES	2003	Integral		PERMANENTE	01/10/2003		40
312	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOANA MELLO DE CARVALHO E SILVA	2010	Integral		PERMANENTE	02/03/2015		40
313	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOAO CARLOS DE OLIVEIRA CESAR	2003	Integral		PERMANENTE	01/01/2013		40
314	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOAO FERNANDO PIRES MEYER	2008	Integral		PERMANENTE	01/01/2016		40
315	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOAO SETTE WHITAKER FERREIRA	2003	Integral		PERMANENTE	01/09/2000		40
316	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JORGE BASSANI	2005	Integral		PERMANENTE	01/02/2010		40
317	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOSE EDUARDO DE ASSIS LEFEVRE	2000	Parcial		PERMANENTE	01/01/2013		20
318	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JOSE TAVARES CORREIA DE LIRA	1997	Integral		PERMANENTE	01/02/2004		40
319	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	JULIO ROBERTO KATINSKI	1973	Parcial		PERMANENTE	01/01/2011		20
320	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	KARINA OLIVEIRA LEITAO	2009	Integral		PERMANENTE	07/05/2015		40
321	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	KLARA ANNA MARIA KAISER MORI	1997	Integral		COLABORADOR	01/01/2017		20
322	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LARA LEITE BARBOSA	2008	Integral		COLABORADOR	01/03/2017		12
323	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LARA LEITE BARBOSA	2008	Integral		COLABORADOR	09/07/2011	28/02/2017	40
324	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LEANDRO SILVA MEDRANO	2000	Integral		PERMANENTE	02/01/2014		20
325	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LEONARDO MARQUES MONTEIRO	2008	Integral		PERMANENTE	01/01/2016		40
326	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUCIANA DE OLIVEIRA ROYER	2009	Integral		PERMANENTE	01/01/2016		40
327	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUCIANO MIGLIACCIO	1990	Integral		PERMANENTE	01/03/1998		40
328	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIS ANTONIO JORGE	1999	Integral		PERMANENTE	01/10/1988		40
329	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIS CLAUDIO PORTUGAL DO NASCIMENTO	1997	Integral		PERMANENTE	01/01/2016	28/02/2017	40
330	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIS CLAUDIO PORTUGAL DO NASCIMENTO	1997	Integral		COLABORADOR	01/03/2017		12
331	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIZ AMERICO DE SOUZA MUNARI	1996	Integral		COLABORADOR	01/01/2014		40
332	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIZ ANTONIO RECAMAN BARROS	2002	Integral		PERMANENTE	01/01/2014		40
333	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARCELO DE ANDRADE ROMERO	1994	Integral		PERMANENTE	01/11/1989		20
334	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARCELO EDUARDO GIACAGLIA	1999	Integral		COLABORADOR	01/01/2017		40
335	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARCOS DA COSTA BRAGA	2005	Integral		PERMANENTE	01/02/2007	28/02/2017	40
336	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARCOS DA COSTA BRAGA	2005	Integral		PERMANENTE	01/03/2017		10
337	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA ANGELA FAGGIN PEREIRA LEITE	1992	Integral		PERMANENTE	01/11/1976		40
338	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA BEATRIZ CRUZ RUFINO	2012	Integral		PERMANENTE	01/01/2016		40
339	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CAMILA LOFFREDO D OTTAVIANO	2008	Integral		PERMANENTE	08/02/2010		40
340	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CECILIA FRANCA LOURENCO	1990	Integral		PERMANENTE	01/11/1986		40
341	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CECILIA LOSCHIAVO DOS SANTOS	1985	Integral		COLABORADOR	01/03/2017		12
342	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CECILIA LOSCHIAVO DOS SANTOS	1985	Integral		PERMANENTE	01/03/1998	28/02/2017	20
343	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CRISTINA DA SILVA LEME	1990	Integral		PERMANENTE	01/04/1988		40
344	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA DE ASSUNCAO RIBEIRO FRANCO	1994	Integral		PERMANENTE	01/01/2013		40
345	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA DE LOURDES ZUQUIM	2002	Integral		PERMANENTE	01/02/2007		40
346	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA LUCIA BRESSAN PINHEIRO	1997	Integral		PERMANENTE	01/09/1990		40
347	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA LUCIA CAIRA GITAHY	1991	Integral		PERMANENTE	01/05/1994		40
348	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA LUCIA REFINETTI RODRIGUES MARTINS	1993	Integral		PERMANENTE	01/02/1998		40
349	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIO HENRIQUE SIMAO DAGOSTINO	1995	Integral		PERMANENTE	01/05/2002		40
350	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARLY NAMUR	1994	Integral		COLABORADOR	01/01/2016		40
351	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARTA DORA GROSTEIN	1987	Parcial		COLABORADOR	01/01/2017		10
352	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARTA VIEIRA BOGEA	2006	Integral		PERMANENTE	03/01/2014		40
353	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MONICA JUNQUEIRA DE CAMARGO	2000	Integral		PERMANENTE	01/05/2003		40
354	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	NABIL GEORGES BONDUKI	1995	Integral		PERMANENTE	01/02/2005		40
355	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	NESTOR GOULART REIS FILHO	1962	Parcial		PERMANENTE	01/11/1986		20
356	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	NILTON RICOY TORRES	1993	Integral		COLABORADOR	01/01/2013		40
357	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	NORBERTO CORREA DA SILVA MOURA	2007	Integral		COLABORADOR	01/02/2015		40
358	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	NUNO DE AZEVEDO FONSECA	2000	Integral		COLABORADOR	01/01/2017		20
359	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	ORESTE BORTOLLI JUNIOR	2005	Integral		PERMANENTE	01/02/2010		40
360	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULA FREIRE SANTORO	2012	Integral		PERMANENTE	01/08/2015		40
361	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO CESAR GARCEZ MARINS	1999	Integral		PERMANENTE	01/10/2004		20
362	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO CESAR XAVIER PEREIRA	1990	Integral		PERMANENTE	01/09/1978		20
363	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO EDUARDO FONSECA DE CAMPOS	2002	Integral		PERMANENTE	01/02/2010	28/02/2017	40
364	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO EDUARDO FONSECA DE CAMPOS	2002	Integral		PERMANENTE	01/03/2017		20
365	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO JULIO VALENTINO BRUNA	1973	Parcial		PERMANENTE	01/11/1986		20
366	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO RENATO MESQUITA PELLEGRINO	1995	Integral		PERMANENTE	01/05/1987		40
367	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO SERGIO SCARAZZATO	1995	Integral		COLABORADOR	01/11/1986		24
368	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PRISCILA LENA FARIAS	2002	Integral		PERMANENTE	01/02/2008	02/01/2017	40
369	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RAFAEL ANTONIO CUNHA PERRONE	1993	Parcial		COLABORADOR	01/01/2013		8
370	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RAQUEL ROLNIK	1995	Integral		PERMANENTE	01/02/2010		40
371	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	REGINA MARIA PROSPERI MEYER	1992	Parcial		PERMANENTE	01/11/1986		20
372	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	REGINALDO LUIZ NUNES RONCONI	2002	Integral		COLABORADOR	01/01/2016		40
373	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RENATO CYMBALISTA	2006	Integral		PERMANENTE	01/01/2013		40
374	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RICARDO MARQUES DE AZEVEDO	1993	Integral		PERMANENTE	01/10/1988		40
375	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RICARDO TOLEDO SILVA	1990	Integral		COLABORADOR	01/01/2017		20
376	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	ROBERTA CONSENTINO KRONKA MULFARTH	2003	Integral		PERMANENTE	27/09/2006		40
377	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RODRIGO CRISTIANO QUEIROZ	2007	Integral		PERMANENTE	01/02/2005		20
378	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	ROSARIA ONO	1997	Integral		PERMANENTE	01/04/2003		40
379	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	RUY MARCELO DE OLIVEIRA PAULETTI	1994	Integral		COLABORADOR	01/02/2016		3
380	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	SERGIO REGIS MOREIRA MARTINS	1993	Integral		COLABORADOR	01/01/2017		10
381	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	SHEILA WALBE ORNSTEIN	1988	Integral		PERMANENTE	01/11/2003		40
382	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	SUZANA PASTERNAK	1983	Integral		PERMANENTE	01/11/2003		40
383	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	TATIANA SAKURAI	2012	Dedicação Exclusiva		PERMANENTE	01/01/2017		40
384	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	VERA MARIA PALLAMIN	1992	Integral		COLABORADOR	01/01/2017		20
385	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	VICENTE GIL FILHO	1999	Integral		COLABORADOR	01/01/2017		40
386	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	VLADIMIR BARTALINI	1999	Integral		PERMANENTE	01/11/2009		40
387	2017	33002010097P3	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	WILSON EDSON JORGE	1988	Integral		COLABORADOR	01/01/2013		40
388	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	AKEMI INO	1992	Dedicação Exclusiva		PERMANENTE	01/04/1986		40
389	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	ALINE COELHO SANCHES	2012	Dedicação Exclusiva		COLABORADOR	13/10/2016		40
390	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	ANJA PRATSCHKE	2002	Dedicação Exclusiva		PERMANENTE	01/08/2001		40
391	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	BRUNO LUIS DAMINELI	2013	Dedicação Exclusiva		COLABORADOR	27/02/2015		40
392	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	CARLOS ALBERTO FERREIRA MARTINS	1992	Dedicação Exclusiva		PERMANENTE	01/12/1978		40
393	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	CARLOS MARIA TAPIA MARTIN	2007	Integral		VISITANTE	15/06/2017	15/09/2017	30
394	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	CARLOS ROBERTO MONTEIRO DE ANDRADE	1998	Dedicação Exclusiva		PERMANENTE	01/05/1988		40
395	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	CIBELE SALIBA RIZEK	1994	Dedicação Exclusiva		PERMANENTE	01/05/1987		40
396	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	DAVID MORENO SPERLING	2008	Dedicação Exclusiva		PERMANENTE	01/01/2014		40
397	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	EDUVALDO PAULO SICHIERI	1991	Dedicação Exclusiva		PERMANENTE	01/05/1981		40
398	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	EULALIA PORTELA NEGRELOS	2005	Dedicação Exclusiva		PERMANENTE	01/01/2014		40
399	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	FABIO LOPES DE SOUZA SANTOS	2001	Dedicação Exclusiva		PERMANENTE	01/09/1995		40
400	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	FABRICE JEROME BARDET	2000	Parcial		VISITANTE	30/08/2017	29/09/2017	20
401	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	FRANCISCO SALES TRAJANO FILHO	2010	Dedicação Exclusiva		COLABORADOR	01/01/2014		40
402	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	FRANÇOIS RENE AURÈLIEN GENTIL	2010	Parcial		VISITANTE	14/08/2017	27/08/2017	20
403	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	JAVIER MAZARIEGOS PABLOS	2008	Dedicação Exclusiva		PERMANENTE	01/04/1997		40
404	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	JOAO ADRIANO ROSSIGNOLO	2003	Parcial		PERMANENTE	01/01/2004	17/02/2017	30
405	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	JOAO MARCOS DE ALMEIDA LOPES	2006	Dedicação Exclusiva		PERMANENTE	01/09/1999		40
406	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	JOUBERT JOSE LANCHA	1999	Dedicação Exclusiva		PERMANENTE	01/10/1988		40
407	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	KARIN MARIA SOARES CHVATAL	2007	Dedicação Exclusiva		PERMANENTE	01/01/2015		40
408	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	KELEN ALMEIDA DORNELLES	2008	Dedicação Exclusiva		COLABORADOR	01/01/2015		40
409	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	LUCIA ZANIN SHIMBO	2010	Dedicação Exclusiva		PERMANENTE	01/01/2014		40
410	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	LUCIANA BONGIOVANI MARTINS SCHENK	2008	Dedicação Exclusiva		COLABORADOR	01/01/2014		40
411	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	MANOEL ANTONIO LOPES RODRIGUES ALVES	2001	Dedicação Exclusiva		PERMANENTE	01/03/1992		40
412	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	MARCELO CLAUDIO TRAMONTANO	1998	Dedicação Exclusiva		PERMANENTE	01/04/1990		40
413	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	MARCIO MINTO FABRICIO	2002	Dedicação Exclusiva		PERMANENTE	01/03/2001		40
414	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	MARIA ANGELA PEREIRA DE CASTRO E SILVA BORTOLUCCI	1991	Parcial		PERMANENTE	01/06/1983		40
415	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	MIGUEL ANTONIO BUZZAR	2002	Dedicação Exclusiva		PERMANENTE	01/04/1989		40
416	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	PAULO CESAR CASTRAL	2007	Dedicação Exclusiva		COLABORADOR	01/01/2015		40
417	2017	33002045014P7	ARQUITETURA E URBANISMO	ARQUITETURA, URBANISMO E DESIGN	USP/SC	UNIVERSIDADE DE SÃO PAULO ( SÃO CARLOS )	PAULO YASSUHIDE FUJIOKA	2005	Dedicação Exclusiva		COLABORADOR	01/07/2005		40
